gender,age,marital_status,education,nb_depend_child,employ_status,yrs_current_job,yrs_employed,net_income,spouse_work,spouse_income,residential_status,yrs_current_address,product,purchase
F,22,married,univ,1,unemployed,0,1,0,yes,56856,tenant,6,derivatives,no
F,33,married,postgrad,1,part_time,3,5,76500,no,0,owner,12,stocks,no
M,48,single,highsch,0,full_time,12,18,47813,no,0,tenant,1,derivatives,yes
M,33,divorced,univ,2,part_time,5,10,47813,no,0,tenant,9,bonds,yes
M,30,married,univ,0,part_time,3,6,47813,yes,55393,owner_morg,4,stocks,no
M,43,divorced,basic,2,full_time,12,18,31875,no,0,tenant,4,derivatives,yes
M,21,divorced,highsch,0,self_employ,1,2,38250,no,0,owner,3,stocks,yes
F,69,widowed,highsch,1,unemployed,0,6,0,no,0,tenant,9,stocks,no
F,40,married,basic,2,unemployed,0,14,0,yes,32093,tenant,13,bonds,yes
M,44,married,univ,1,self_employ,4,17,95625,yes,54018,owner,12,stocks,no
M,26,married,basic,2,full_time,4,4,21250,yes,43795,tenant,2,bonds,yes
M,22,married,highsch,0,full_time,0,2,31875,yes,38189,owner,4,bonds,no
M,35,married,highsch,1,self_employ,8,10,57375,yes,26974,owner,9,bonds,yes
M,47,divorced,univ,2,unemployed,0,0,0,no,0,tenant,15,bonds,yes
F,68,married,highsch,3,retired,7,21,22313,no,0,owner,7,bonds,yes
M,42,married,basic,0,unemployed,0,6,0,yes,8687,owner_morg,7,bonds,no
F,24,divorced,highsch,1,part_time,0,0,19125,no,0,owner,5,stocks,yes
M,44,divorced,univ,0,part_time,8,12,47813,no,0,tenant,6,bonds,no
M,38,divorced,basic,1,unemployed,0,15,0,no,0,tenant,15,bonds,yes
F,39,single,highsch,0,self_employ,2,16,57375,no,0,tenant,4,bonds,yes
M,30,married,basic,3,part_time,5,5,19125,yes,57093,owner,5,stocks,no
F,29,single,highsch,0,full_time,3,5,31875,no,0,tenant,7,bonds,yes
M,47,married,univ,2,part_time,10,22,47813,no,0,tenant,6,stocks,no
F,28,married,highsch,3,unemployed,0,5,0,yes,34530,owner,5,bonds,yes
M,25,single,univ,0,full_time,4,4,53125,no,0,owner,2,stocks,yes
M,73,widowed,univ,1,unemployed,0,22,0,no,0,owner_morg,15,stocks,no
F,40,single,univ,0,full_time,9,17,79688,no,0,owner_morg,8,derivatives,no
F,40,single,univ,0,unemployed,0,14,0,no,0,tenant,14,stocks,no
F,29,single,univ,0,full_time,3,5,53125,no,0,owner_morg,3,bonds,yes
M,72,widowed,univ,3,retired,2,26,37188,no,0,tenant,6,bonds,yes
F,51,married,highsch,3,unemployed,0,2,0,yes,37233,tenant,8,stocks,no
M,34,divorced,highsch,2,full_time,3,9,47813,no,0,owner_morg,13,derivatives,yes
M,35,married,highsch,2,self_employ,6,6,57375,yes,30307,tenant,6,stocks,no
M,29,married,highsch,1,self_employ,2,6,38250,yes,46732,tenant,7,bonds,yes
M,28,single,univ,0,part_time,5,5,31875,no,0,tenant,6,bonds,no
F,59,married,univ,3,unemployed,0,23,0,no,0,tenant,10,stocks,no
M,32,single,postgrad,0,full_time,5,6,127500,no,0,owner,15,stocks,no
F,32,single,postgrad,0,full_time,3,11,127500,no,0,owner_morg,6,stocks,no
M,23,divorced,univ,1,part_time,0,3,31875,no,0,owner,7,derivatives,yes
M,23,single,basic,0,full_time,1,3,21250,no,0,tenant,7,bonds,no
M,24,single,univ,0,full_time,2,5,53125,no,0,owner,7,derivatives,no
F,24,married,univ,1,unemployed,0,4,0,yes,56,owner,8,stocks,yes
M,26,widowed,basic,0,unemployed,0,6,0,no,0,owner,10,bonds,no
M,22,single,univ,0,unemployed,0,2,0,no,0,tenant,3,bonds,no
M,28,divorced,postgrad,1,full_time,1,8,85000,no,0,tenant,7,bonds,yes
M,44,divorced,highsch,1,full_time,6,17,47813,no,0,owner,1,bonds,yes
M,24,widowed,basic,1,self_employ,2,3,25500,no,0,owner,7,stocks,yes
F,50,single,basic,0,self_employ,4,26,44625,no,0,tenant,11,stocks,no
M,34,divorced,highsch,2,self_employ,7,13,57375,no,0,tenant,3,stocks,no
M,41,single,univ,0,unemployed,0,14,0,no,0,owner_morg,6,derivatives,yes
M,60,widowed,highsch,3,part_time,1,33,33469,no,0,tenant,14,derivatives,no
F,43,widowed,univ,0,full_time,8,14,79688,no,0,owner_morg,4,bonds,yes
M,31,divorced,univ,0,part_time,2,7,47813,no,0,tenant,11,stocks,no
F,41,married,highsch,2,part_time,12,18,28688,yes,53296,owner,8,stocks,no
M,29,single,highsch,0,full_time,1,2,31875,no,0,owner_morg,6,stocks,yes
M,51,single,postgrad,0,full_time,4,24,148750,no,0,owner,9,bonds,no
M,33,single,highsch,0,self_employ,2,6,57375,no,0,tenant,15,stocks,no
F,67,widowed,basic,2,unemployed,0,22,0,no,0,owner_morg,14,bonds,yes
F,32,divorced,univ,1,full_time,6,7,79688,no,0,owner_morg,9,bonds,yes
F,21,single,basic,0,part_time,2,2,12750,no,0,w_parents,4,bonds,yes
F,35,widowed,highsch,1,unemployed,0,13,0,no,0,tenant,13,stocks,no
M,42,married,univ,1,part_time,3,10,47813,yes,53612,owner,2,bonds,yes
M,72,married,highsch,0,retired,3,12,22313,yes,50515,tenant,14,bonds,no
F,71,married,univ,0,self_employ,27,34,111563,yes,98168,owner,15,stocks,no
F,21,single,highsch,0,full_time,0,2,31875,no,0,owner,3,stocks,yes
F,44,married,univ,2,unemployed,0,4,0,yes,59677,tenant,14,stocks,no
F,41,single,highsch,0,full_time,4,7,47813,no,0,tenant,3,stocks,no
M,35,married,postgrad,2,part_time,1,14,76500,yes,30652,tenant,8,stocks,no
M,60,divorced,univ,0,self_employ,13,16,111563,no,0,owner,7,stocks,no
F,37,single,basic,0,full_time,3,14,31875,no,0,owner,13,derivatives,no
F,33,married,basic,2,self_employ,8,11,38250,yes,46279,tenant,10,stocks,no
F,26,married,univ,2,full_time,0,6,53125,yes,47337,owner,10,bonds,yes
F,21,single,highsch,0,full_time,1,1,31875,no,0,owner,7,derivatives,no
F,35,single,basic,0,full_time,7,7,31875,no,0,owner_morg,7,derivatives,no
F,35,single,highsch,0,self_employ,0,1,57375,no,0,owner_morg,12,bonds,yes
F,63,single,postgrad,0,full_time,4,8,148750,no,0,owner_morg,7,bonds,no
M,34,married,basic,0,self_employ,7,12,38250,no,0,owner_morg,1,derivatives,yes
F,31,married,basic,3,unemployed,0,6,0,yes,28342,tenant,9,bonds,yes
F,23,married,univ,0,part_time,3,3,31875,no,0,owner_morg,5,bonds,yes
F,78,married,highsch,0,unemployed,0,12,0,yes,21608,tenant,3,stocks,no
M,30,single,univ,0,unemployed,0,5,0,no,0,tenant,14,bonds,no
F,30,single,highsch,0,self_employ,6,6,57375,no,0,tenant,9,stocks,no
M,26,widowed,univ,2,unemployed,0,5,0,no,0,owner_morg,7,bonds,yes
F,56,single,highsch,0,part_time,6,10,33469,no,0,tenant,1,derivatives,no
M,36,married,basic,0,self_employ,1,1,38250,no,0,owner_morg,7,stocks,no
M,73,single,highsch,0,retired,8,34,22313,no,0,tenant,7,bonds,no
M,43,divorced,univ,1,unemployed,0,19,0,no,0,tenant,10,bonds,no
F,36,married,highsch,2,full_time,9,10,47813,yes,47935,tenant,10,derivatives,yes
M,20,single,highsch,0,part_time,1,1,19125,no,0,w_parents,4,stocks,yes
F,35,widowed,univ,1,full_time,7,10,79688,no,0,tenant,2,stocks,no
M,47,married,highsch,0,unemployed,0,11,0,yes,48773,owner,10,stocks,no
F,20,widowed,basic,0,unemployed,0,0,0,no,0,tenant,7,stocks,no
F,43,single,univ,0,self_employ,6,11,95625,no,0,tenant,15,stocks,no
M,25,single,univ,0,unemployed,0,5,0,no,0,tenant,2,stocks,yes
M,24,married,basic,0,unemployed,0,0,0,no,0,tenant,8,stocks,yes
F,40,married,postgrad,1,self_employ,11,18,153000,yes,83322,tenant,5,derivatives,yes
F,48,single,basic,0,full_time,11,21,31875,no,0,tenant,3,stocks,no
F,20,widowed,highsch,1,full_time,1,1,31875,no,0,owner_morg,7,derivatives,yes
M,44,divorced,highsch,2,full_time,13,18,47813,no,0,tenant,13,derivatives,yes
F,53,divorced,highsch,1,unemployed,0,5,0,no,0,owner_morg,3,stocks,no
M,25,divorced,univ,2,full_time,2,2,53125,no,0,owner_morg,9,stocks,yes
F,36,single,univ,0,full_time,2,2,79688,no,0,owner_morg,3,stocks,no
M,29,single,highsch,0,unemployed,0,4,0,no,0,tenant,1,bonds,no
M,24,divorced,basic,1,part_time,2,4,12750,no,0,owner_morg,4,derivatives,yes
F,29,single,univ,0,self_employ,5,6,63750,no,0,owner,4,derivatives,no
M,66,divorced,univ,1,unemployed,0,26,0,no,0,tenant,10,derivatives,yes
F,38,widowed,highsch,0,full_time,3,14,47813,no,0,tenant,4,stocks,no
M,32,married,highsch,3,part_time,5,6,28688,yes,47252,tenant,1,stocks,no
F,32,single,univ,0,unemployed,0,0,0,no,0,tenant,7,derivatives,no
F,37,divorced,univ,3,unemployed,0,12,0,no,0,owner,15,bonds,yes
F,42,married,univ,1,self_employ,8,12,95625,yes,78825,owner_morg,3,derivatives,yes
M,50,married,highsch,1,full_time,3,6,55781,yes,42954,owner,1,bonds,yes
M,53,divorced,basic,2,self_employ,13,18,44625,no,0,tenant,15,bonds,yes
M,37,married,highsch,3,unemployed,0,10,0,yes,59475,tenant,5,bonds,yes
M,26,widowed,basic,2,self_employ,2,6,25500,no,0,owner_morg,6,derivatives,yes
F,22,single,highsch,0,full_time,0,2,31875,no,0,owner_morg,5,bonds,no
F,55,widowed,postgrad,0,full_time,18,29,148750,no,0,owner_morg,13,stocks,no
M,29,divorced,highsch,1,part_time,5,6,19125,no,0,tenant,8,stocks,yes
M,31,divorced,highsch,1,full_time,4,10,47813,no,0,owner,1,stocks,no
M,40,married,highsch,0,self_employ,5,18,57375,no,0,tenant,8,bonds,no
M,43,divorced,highsch,1,full_time,8,8,47813,no,0,tenant,6,stocks,no
M,31,divorced,highsch,2,self_employ,1,1,57375,no,0,tenant,7,bonds,yes
M,48,married,postgrad,1,self_employ,4,19,153000,no,0,owner,6,derivatives,yes
F,28,married,univ,0,self_employ,4,4,63750,yes,56631,owner_morg,3,stocks,yes
F,27,divorced,highsch,0,full_time,5,7,31875,no,0,tenant,8,bonds,yes
M,28,divorced,univ,1,full_time,1,2,53125,no,0,tenant,4,stocks,yes
F,38,widowed,univ,0,unemployed,0,9,0,no,0,tenant,15,stocks,no
F,60,widowed,univ,2,unemployed,0,6,0,no,0,owner_morg,7,stocks,no
F,61,divorced,highsch,2,unemployed,0,16,0,no,0,tenant,1,bonds,no
M,27,married,univ,3,unemployed,0,6,0,yes,54870,owner_morg,7,bonds,yes
M,39,single,univ,0,self_employ,11,11,95625,no,0,owner_morg,4,bonds,no
M,31,divorced,basic,2,self_employ,3,4,38250,no,0,owner,3,bonds,yes
M,68,widowed,highsch,1,self_employ,22,25,66938,no,0,tenant,7,derivatives,yes
M,77,widowed,postgrad,3,retired,13,45,59500,no,0,owner_morg,13,derivatives,yes
F,76,divorced,highsch,2,self_employ,14,14,66938,no,0,owner,5,stocks,no
F,21,widowed,highsch,1,self_employ,1,2,38250,no,0,owner_morg,5,stocks,yes
M,57,widowed,basic,0,full_time,4,20,37188,no,0,tenant,14,derivatives,no
F,34,married,univ,0,full_time,5,5,79688,no,0,tenant,3,bonds,yes
M,52,single,highsch,0,full_time,9,9,55781,no,0,owner_morg,13,bonds,no
F,34,divorced,univ,1,self_employ,2,7,95625,no,0,owner,14,derivatives,no
M,26,divorced,highsch,3,self_employ,4,4,38250,no,0,tenant,4,stocks,no
M,26,divorced,univ,3,part_time,2,4,31875,no,0,tenant,10,derivatives,yes
F,32,divorced,postgrad,1,full_time,6,6,127500,no,0,tenant,14,bonds,yes
F,27,single,univ,0,full_time,0,2,53125,no,0,owner_morg,4,bonds,yes
F,47,divorced,postgrad,2,full_time,14,16,127500,no,0,owner_morg,15,bonds,yes
F,50,single,highsch,0,full_time,10,24,55781,no,0,tenant,13,derivatives,no
F,40,widowed,univ,1,unemployed,0,11,0,no,0,tenant,3,bonds,yes
F,48,married,postgrad,3,unemployed,0,13,0,yes,18370,tenant,8,bonds,yes
M,74,divorced,highsch,3,unemployed,0,18,0,no,0,tenant,6,stocks,no
F,22,single,basic,0,full_time,2,3,21250,no,0,owner_morg,5,stocks,yes
F,31,divorced,basic,1,full_time,1,10,31875,no,0,tenant,5,derivatives,no
M,61,divorced,highsch,0,full_time,7,28,55781,no,0,tenant,6,stocks,no
F,35,married,postgrad,2,self_employ,3,14,153000,yes,143932,owner_morg,10,derivatives,yes
F,32,divorced,postgrad,0,full_time,4,4,127500,no,0,owner,4,derivatives,no
F,58,divorced,basic,3,self_employ,11,17,44625,no,0,tenant,7,derivatives,no
M,45,divorced,postgrad,0,full_time,6,18,127500,no,0,owner_morg,11,bonds,no
M,45,single,basic,0,full_time,6,9,31875,no,0,tenant,4,bonds,no
M,29,divorced,highsch,1,part_time,2,6,19125,no,0,owner,6,stocks,yes
F,39,widowed,univ,0,unemployed,0,15,0,no,0,owner_morg,12,stocks,no
M,31,married,basic,0,self_employ,4,9,38250,yes,41066,owner_morg,4,stocks,no
M,35,married,highsch,2,self_employ,2,5,57375,yes,33513,tenant,5,stocks,no
F,37,married,highsch,1,part_time,0,15,28688,yes,36568,tenant,14,derivatives,no
M,54,divorced,univ,1,unemployed,0,14,0,no,0,tenant,3,stocks,no
M,21,divorced,highsch,1,part_time,1,2,19125,no,0,owner_morg,3,bonds,yes
M,24,divorced,univ,1,unemployed,0,5,0,no,0,tenant,7,derivatives,yes
M,67,widowed,highsch,2,unemployed,0,11,0,no,0,tenant,14,derivatives,yes
F,25,single,univ,0,part_time,3,3,31875,no,0,owner,1,derivatives,no
F,66,divorced,highsch,2,unemployed,0,25,0,no,0,owner_morg,7,bonds,yes
M,47,divorced,univ,2,self_employ,1,2,95625,no,0,owner,7,stocks,no
F,22,divorced,univ,1,unemployed,0,2,0,no,0,tenant,8,bonds,no
F,60,divorced,highsch,2,unemployed,0,33,0,no,0,tenant,2,stocks,no
M,26,divorced,univ,1,full_time,1,2,53125,no,0,tenant,10,stocks,yes
F,22,divorced,highsch,1,self_employ,2,2,38250,no,0,owner_morg,4,bonds,yes
M,20,divorced,highsch,1,full_time,0,1,31875,no,0,tenant,6,derivatives,yes
M,34,married,highsch,1,full_time,1,7,47813,yes,54084,tenant,7,stocks,no
F,40,divorced,highsch,1,full_time,3,7,47813,no,0,tenant,1,stocks,no
F,30,divorced,postgrad,1,full_time,1,9,127500,no,0,tenant,3,stocks,no
F,35,divorced,univ,2,unemployed,0,5,0,no,0,tenant,4,bonds,yes
M,31,married,highsch,3,self_employ,0,10,57375,yes,27550,owner_morg,12,bonds,yes
M,39,single,highsch,0,unemployed,0,17,0,no,0,tenant,9,stocks,no
F,32,single,postgrad,0,full_time,4,4,127500,no,0,owner_morg,10,derivatives,no
M,25,single,univ,0,part_time,0,4,31875,no,0,owner_morg,2,stocks,no
F,44,single,highsch,0,part_time,8,18,28688,no,0,owner_morg,12,derivatives,no
M,35,single,basic,0,part_time,9,12,19125,no,0,tenant,3,bonds,no
F,22,single,basic,0,part_time,0,3,12750,no,0,owner_morg,5,derivatives,no
M,26,single,highsch,0,full_time,3,6,31875,no,0,tenant,8,stocks,yes
F,32,divorced,highsch,2,unemployed,0,1,0,no,0,owner,7,stocks,no
M,23,single,univ,0,part_time,3,4,31875,no,0,tenant,3,bonds,no
F,29,divorced,univ,0,self_employ,2,8,63750,no,0,owner,8,derivatives,no
F,76,divorced,highsch,1,unemployed,0,42,0,no,0,tenant,4,bonds,yes
F,47,married,highsch,2,part_time,3,14,28688,yes,38274,owner_morg,8,bonds,yes
M,44,married,basic,3,unemployed,0,18,0,yes,58434,tenant,3,derivatives,yes
F,28,married,highsch,2,part_time,0,0,19125,yes,28555,tenant,1,bonds,yes
F,40,widowed,highsch,0,self_employ,10,14,57375,no,0,tenant,3,bonds,no
M,24,single,highsch,0,full_time,1,1,31875,no,0,tenant,3,derivatives,yes
F,42,married,univ,2,part_time,10,15,47813,yes,50829,tenant,7,derivatives,yes
F,55,married,univ,2,full_time,8,26,92969,yes,76784,owner_morg,10,bonds,yes
F,64,married,highsch,0,self_employ,13,19,66938,yes,57004,owner_morg,9,bonds,yes
F,28,married,highsch,2,unemployed,0,6,0,yes,42452,tenant,9,stocks,yes
F,46,widowed,highsch,2,full_time,1,10,47813,no,0,tenant,2,bonds,yes
M,52,married,highsch,1,part_time,16,16,33469,yes,59355,tenant,10,stocks,no
M,21,single,highsch,0,unemployed,0,0,0,no,0,w_parents,5,stocks,yes
F,26,married,univ,0,full_time,2,2,53125,yes,30585,tenant,1,stocks,yes
F,69,widowed,univ,0,unemployed,0,10,0,no,0,owner_morg,2,derivatives,yes
M,41,single,univ,0,full_time,6,15,79688,no,0,owner_morg,2,derivatives,yes
F,54,divorced,univ,0,part_time,9,19,55781,no,0,owner_morg,9,stocks,no
F,54,single,postgrad,0,full_time,15,22,148750,no,0,owner,1,bonds,yes
F,55,single,highsch,0,full_time,11,27,55781,no,0,tenant,1,stocks,no
F,21,divorced,basic,1,unemployed,0,0,0,no,0,owner_morg,7,bonds,yes
M,29,single,highsch,0,unemployed,0,0,0,no,0,tenant,6,bonds,no
M,25,single,highsch,0,full_time,0,1,31875,no,0,tenant,1,derivatives,yes
M,30,single,univ,0,unemployed,0,0,0,no,0,tenant,3,derivatives,yes
M,44,married,highsch,1,unemployed,0,4,0,yes,38727,owner,10,bonds,yes
F,21,single,highsch,0,full_time,1,2,31875,no,0,tenant,7,derivatives,no
M,63,divorced,postgrad,1,full_time,15,21,148750,no,0,owner,8,bonds,no
M,45,divorced,basic,2,self_employ,8,10,38250,no,0,owner,7,bonds,yes
F,30,single,highsch,0,full_time,2,2,47813,no,0,tenant,12,stocks,no
F,64,divorced,postgrad,2,full_time,21,21,148750,no,0,tenant,9,bonds,yes
F,41,single,univ,0,full_time,0,9,79688,no,0,tenant,2,derivatives,no
F,33,married,univ,1,part_time,7,10,47813,yes,49656,tenant,8,stocks,no
M,35,married,basic,2,unemployed,0,10,0,no,0,tenant,1,derivatives,yes
M,64,divorced,highsch,0,unemployed,0,18,0,no,0,owner,3,stocks,no
F,34,married,highsch,0,full_time,1,7,47813,yes,52898,tenant,1,bonds,yes
F,63,divorced,basic,2,full_time,17,29,37188,no,0,owner,5,derivatives,no
F,26,single,basic,0,part_time,1,2,12750,no,0,tenant,5,bonds,yes
M,26,single,univ,0,full_time,3,4,53125,no,0,tenant,3,derivatives,yes
M,22,divorced,univ,0,full_time,0,3,53125,no,0,tenant,5,stocks,yes
F,62,divorced,basic,0,full_time,19,19,37188,no,0,tenant,11,stocks,no
M,30,married,univ,2,self_employ,5,7,95625,yes,31689,owner,9,bonds,yes
M,22,single,highsch,0,full_time,1,2,31875,no,0,owner,8,bonds,no
M,41,divorced,highsch,2,unemployed,0,14,0,no,0,tenant,4,stocks,no
F,27,single,highsch,0,self_employ,2,3,38250,no,0,tenant,8,derivatives,no
M,67,married,univ,0,retired,18,34,37188,yes,58087,tenant,5,bonds,no
M,40,divorced,highsch,1,unemployed,0,14,0,no,0,tenant,15,derivatives,yes
M,52,divorced,highsch,2,self_employ,10,10,66938,no,0,owner_morg,6,stocks,no
M,21,single,highsch,0,full_time,0,0,31875,no,0,tenant,5,bonds,no
M,42,single,highsch,0,part_time,6,7,28688,no,0,tenant,13,stocks,no
M,29,divorced,univ,3,part_time,3,4,31875,no,0,owner_morg,2,bonds,no
M,43,divorced,highsch,2,unemployed,0,6,0,no,0,tenant,8,derivatives,yes
F,26,divorced,highsch,0,self_employ,4,6,38250,no,0,tenant,9,derivatives,no
F,70,widowed,univ,0,retired,2,27,37188,no,0,tenant,5,bonds,yes
M,22,single,univ,0,unemployed,0,0,0,no,0,owner,6,stocks,yes
F,20,single,highsch,0,self_employ,0,2,38250,no,0,owner,3,stocks,no
M,38,married,postgrad,2,unemployed,0,15,0,yes,37087,owner_morg,12,bonds,yes
F,24,single,basic,0,part_time,3,3,12750,no,0,tenant,5,stocks,yes
M,26,married,highsch,2,unemployed,0,6,0,yes,34602,tenant,3,derivatives,yes
M,20,single,highsch,0,part_time,0,1,19125,no,0,w_parents,4,bonds,no
F,55,widowed,postgrad,1,full_time,19,19,148750,no,0,tenant,7,stocks,no
F,50,divorced,postgrad,0,full_time,9,21,148750,no,0,tenant,11,bonds,yes
F,68,married,highsch,3,self_employ,6,36,66938,yes,58435,tenant,9,derivatives,yes
M,24,married,univ,0,part_time,1,4,31875,yes,55303,tenant,5,derivatives,no
M,35,single,univ,0,full_time,1,12,79688,no,0,owner,8,derivatives,yes
F,28,single,highsch,0,part_time,5,5,19125,no,0,owner,2,stocks,no
M,23,married,univ,1,self_employ,2,2,63750,yes,28752,tenant,8,derivatives,yes
F,34,single,highsch,0,part_time,7,12,28688,no,0,owner_morg,13,bonds,no
M,20,single,highsch,0,part_time,0,0,19125,no,0,w_parents,3,derivatives,no
M,37,single,univ,0,self_employ,6,7,95625,no,0,tenant,13,stocks,no
M,24,single,univ,0,full_time,2,5,53125,no,0,owner_morg,6,bonds,no
F,56,divorced,univ,0,full_time,10,14,92969,no,0,owner_morg,15,stocks,no
F,20,single,highsch,0,full_time,1,1,31875,no,0,tenant,7,derivatives,no
M,40,divorced,basic,3,full_time,11,12,31875,no,0,owner,7,stocks,no
M,35,divorced,highsch,1,full_time,1,6,47813,no,0,owner,8,stocks,no
M,36,married,basic,0,part_time,3,8,19125,yes,56550,tenant,7,bonds,no
M,21,single,highsch,0,unemployed,0,1,0,no,0,w_parents,6,bonds,no
F,23,married,univ,0,part_time,1,2,31875,no,0,tenant,6,bonds,yes
F,51,divorced,highsch,2,self_employ,1,13,66938,no,0,owner,4,derivatives,no
M,55,divorced,postgrad,2,full_time,9,26,148750,no,0,owner,12,bonds,no
F,75,single,postgrad,0,self_employ,16,42,178500,no,0,tenant,13,derivatives,no
M,21,single,highsch,0,self_employ,0,1,38250,no,0,tenant,8,derivatives,yes
M,37,divorced,highsch,1,self_employ,10,10,57375,no,0,owner,10,derivatives,yes
M,21,married,highsch,0,unemployed,0,0,0,no,0,tenant,6,derivatives,no
F,39,divorced,highsch,0,unemployed,0,16,0,no,0,owner_morg,8,bonds,yes
F,35,single,highsch,0,full_time,1,9,47813,no,0,tenant,13,stocks,no
F,33,divorced,univ,2,self_employ,6,6,95625,no,0,tenant,11,stocks,no
F,23,single,univ,0,unemployed,0,4,0,no,0,tenant,8,stocks,yes
F,29,single,highsch,0,full_time,0,2,31875,no,0,tenant,8,stocks,yes
M,20,widowed,highsch,0,self_employ,1,2,38250,no,0,tenant,5,stocks,yes
M,41,married,univ,1,self_employ,7,7,95625,yes,92122,owner_morg,11,stocks,no
F,36,married,univ,3,unemployed,0,12,0,yes,17120,owner,3,stocks,no
F,41,divorced,univ,0,self_employ,7,13,95625,no,0,tenant,4,bonds,yes
M,47,divorced,basic,0,unemployed,0,23,0,no,0,owner,6,derivatives,yes
F,47,married,univ,3,full_time,4,17,79688,yes,46670,owner_morg,4,stocks,no
F,34,single,highsch,0,unemployed,0,5,0,no,0,tenant,13,stocks,no
M,41,married,highsch,1,part_time,1,18,28688,yes,41361,owner,4,derivatives,no
F,43,divorced,highsch,2,full_time,4,19,47813,no,0,tenant,13,bonds,yes
F,30,married,highsch,3,self_employ,0,4,57375,yes,42617,owner,5,derivatives,yes
F,58,divorced,highsch,2,full_time,3,5,55781,no,0,tenant,12,derivatives,no
F,30,single,basic,0,full_time,4,7,31875,no,0,tenant,6,stocks,no
M,36,married,highsch,2,part_time,7,12,28688,yes,39223,tenant,2,bonds,yes
M,39,divorced,highsch,2,full_time,10,13,47813,no,0,tenant,13,bonds,yes
M,29,single,highsch,0,full_time,3,6,31875,no,0,tenant,3,derivatives,yes
M,23,married,highsch,0,part_time,1,2,19125,yes,38237,tenant,5,derivatives,no
F,30,divorced,postgrad,2,full_time,2,2,127500,no,0,tenant,11,bonds,no
F,21,single,highsch,0,part_time,0,2,19125,no,0,w_parents,4,derivatives,no
F,64,divorced,postgrad,0,full_time,5,34,148750,no,0,owner,7,stocks,no
M,22,married,univ,1,self_employ,0,2,63750,yes,51978,owner_morg,7,derivatives,no
M,72,divorced,univ,0,retired,6,8,37188,no,0,tenant,2,stocks,no
M,44,single,highsch,0,full_time,4,6,47813,no,0,owner_morg,7,derivatives,yes
M,35,married,highsch,2,unemployed,0,14,0,yes,34063,owner,9,derivatives,yes
M,38,married,postgrad,3,self_employ,9,11,153000,yes,62817,owner,7,derivatives,yes
F,21,single,basic,0,full_time,1,2,21250,no,0,w_parents,4,derivatives,no
F,66,divorced,univ,1,retired,8,13,37188,no,0,tenant,9,bonds,yes
M,45,widowed,basic,0,full_time,13,15,31875,no,0,tenant,1,derivatives,yes
M,25,divorced,highsch,3,self_employ,1,6,38250,no,0,tenant,4,bonds,yes
M,46,single,basic,0,full_time,8,14,31875,no,0,tenant,11,derivatives,yes
M,60,divorced,highsch,2,unemployed,0,2,0,no,0,tenant,8,stocks,no
M,24,married,univ,1,unemployed,0,5,0,no,0,tenant,4,derivatives,yes
F,51,married,basic,0,full_time,0,21,37188,yes,45054,owner_morg,9,bonds,yes
M,26,married,basic,1,unemployed,0,2,0,yes,35287,tenant,3,derivatives,yes
M,21,single,highsch,0,full_time,2,2,31875,no,0,owner,4,bonds,no
F,37,divorced,postgrad,2,full_time,10,11,127500,no,0,tenant,15,stocks,no
M,35,divorced,highsch,1,full_time,9,9,47813,no,0,tenant,6,derivatives,yes
M,49,widowed,highsch,2,self_employ,3,11,57375,no,0,tenant,12,derivatives,yes
M,21,single,highsch,0,self_employ,2,2,38250,no,0,owner,3,derivatives,yes
M,61,widowed,univ,0,unemployed,0,17,0,no,0,tenant,10,bonds,no
F,21,single,highsch,0,self_employ,2,2,38250,no,0,tenant,8,stocks,yes
F,71,married,highsch,2,self_employ,10,25,66938,yes,25396,tenant,10,derivatives,yes
M,28,divorced,highsch,1,part_time,3,6,19125,no,0,owner_morg,8,derivatives,yes
M,25,single,basic,0,full_time,3,4,21250,no,0,tenant,6,bonds,no
F,28,widowed,highsch,0,part_time,0,6,19125,no,0,tenant,10,derivatives,yes
F,21,divorced,highsch,1,unemployed,0,0,0,no,0,owner,7,derivatives,no
M,61,widowed,univ,2,self_employ,14,14,111563,no,0,owner_morg,8,bonds,yes
F,32,single,univ,0,full_time,4,11,79688,no,0,tenant,15,stocks,no
F,32,single,highsch,0,full_time,6,6,47813,no,0,tenant,7,stocks,no
F,53,single,basic,0,full_time,7,22,37188,no,0,tenant,6,stocks,no
F,56,widowed,postgrad,2,full_time,10,25,148750,no,0,tenant,6,derivatives,yes
M,33,single,basic,0,full_time,6,10,31875,no,0,tenant,7,stocks,no
M,30,divorced,basic,0,self_employ,2,9,38250,no,0,owner,6,derivatives,yes
M,30,divorced,highsch,3,full_time,4,10,47813,no,0,tenant,15,bonds,yes
M,58,widowed,highsch,1,full_time,4,4,55781,no,0,owner,11,stocks,no
M,25,single,highsch,0,unemployed,0,3,0,no,0,owner,5,stocks,yes
M,28,married,postgrad,0,self_employ,3,8,102000,yes,86454,owner,8,stocks,yes
M,73,widowed,postgrad,0,retired,11,12,59500,no,0,tenant,11,bonds,no
F,31,divorced,univ,3,full_time,4,10,79688,no,0,owner_morg,10,stocks,no
F,22,married,highsch,1,full_time,0,2,31875,yes,50773,tenant,3,stocks,yes
M,21,divorced,highsch,0,part_time,2,2,19125,no,0,tenant,3,bonds,no
M,29,single,univ,0,full_time,5,6,53125,no,0,tenant,9,stocks,no
F,36,married,highsch,0,full_time,3,14,47813,yes,58607,owner,1,stocks,no
